,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
2560,prdb-1267,US,Consulting Services,null,null,Implementation Email Configuration Website,null,0,null,null,1
2561,prdb-1268,US,Information Technology,null,null,Design Software Implementation Email,null,0,null,null,1
2562,prdb-1269,US,Tourism,null,null,Configuration Network,null,0,null,null,1
2567,prdb-1274,US,Information Technology,null,null,Implementation Email Configuration Website,Spoof Phishing,0,null,null,1
2575,prdb-1282,US,Publisher,null,null,Configuration Website,null,0,null,null,1
2578,prdb-1285,US,Airport Operations,null,null,Configuration Phone,Physical Theft,0,null,null,1
2580,prdb-1287,US,Tourism,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2582,prdb-1289,US,Consulting Services,null,null,Configuration Network,null,0,null,null,1
2583,prdb-1290,US,Entertainment,null,null,Implementation Email,null,0,null,null,1
2585,prdb-1292,US,Engineering Services,null,null,Implementation Email,Spoof Phishing,0,null,null,1
2587,prdb-1294,US,Information Technology,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2594,prdb-1301,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
2600,prdb-1307,US,Publisher,null,null,Implementation Email Configuration Phone,Physical Theft,0,null,null,1
2602,prdb-1309,US,Tourism,null,null,Configuration Phone,null,0,null,null,1
2607,prdb-1314,US,Publisher,null,null,Implementation Email Configuration Phone Network,null,0,null,null,1
2613,prdb-1320,US,Information Technology,null,null,Configuration Phone,null,0,null,null,1
2614,prdb-1321,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
2615,prdb-1322,US,Legal Services,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2616,prdb-1323,US,Medical,null,null,Implementation Email,Spoof Phishing,0,null,null,1
2618,prdb-1325,US,Wholesaler,null,null,Implementation Email SMS Configuration Phone Network,Physical Theft,0,null,null,1
2620,prdb-1327,US,Consulting Services,null,null,Implementation Email,null,0,null,null,1
2621,prdb-1328,US,Tourism,null,null,Implementation Email Configuration Website,null,0,null,null,1
2622,prdb-1329,US,Information Technology,null,null,Implementation Email,Spoof Phishing,0,null,null,1
2623,prdb-1330,US,Information Technology,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2625,prdb-1332,US,Information Technology,null,null,Implementation Email Configuration Website,null,0,null,null,1
2633,prdb-1340,US,Insurance,null,null,Implementation Email,Physical Theft,0,null,null,1
2634,prdb-1341,US,Information Technology,null,Information Exchange Spam,Implementation Email,null,0,null,null,1
2636,prdb-1343,US,Information Technology,null,null,Implementation Email Configuration Network Website,null,0,null,null,1
2640,prdb-1347,US,Support Services,null,null,Configuration Phone,null,0,null,null,1
2641,prdb-1348,US,Retailer,null,null,Implementation Email Configuration Phone Website,Physical Theft,0,null,null,1
2644,prdb-1351,US,Food Establishment,null,null,Configuration Website,Physical Loss,0,null,null,1
2646,prdb-1353,US,Employment Services,null,null,Physical Documents Implementation Email Configuration Phone Website,Physical Theft,0,null,null,1
2648,prdb-1355,US,Other Services,null,null,Implementation Email SMS Configuration Phone,null,0,null,null,1
2651,prdb-1358,US,Engineering Services,null,null,Configuration Network,null,0,null,null,1
2653,prdb-1360,US,Information Technology,null,null,Implementation Email Configuration Phone,Spoof Phishing,0,null,null,1
2654,prdb-1361,US,Airport Operations,null,null,Configuration Network,null,0,null,null,1
2655,prdb-1362,US,Engineering Services,null,null,Configuration Network,null,0,null,null,1
2656,prdb-1363,US,Information Technology,null,null,Configuration Website,null,0,null,null,1
2657,prdb-1364,US,Retailer,null,null,Implementation Email Configuration Phone Website,null,0,null,null,1
2659,prdb-1366,US,Information Technology,null,null,Implementation Email Configuration Website,null,0,null,null,1
2662,prdb-1369,US,Retailer,null,null,Configuration Website,null,0,null,null,1
2664,prdb-1371,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
2666,prdb-1373,US,Legal Services,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2667,prdb-1374,US,Information Technology,null,null,Configuration Phone,null,0,null,null,1
2670,prdb-1377,US,Information Technology,null,null,Implementation Email,null,0,null,null,1
2677,prdb-1384,US,Employment Services,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2678,prdb-1385,US,Other Services,null,null,Design Software Implementation SMS,null,0,null,null,1
2679,prdb-1386,US,Utilities,null,null,Implementation SMS,Physical Theft,0,null,null,1
2680,prdb-1387,US,Consulting Services,null,null,Implementation SMS,null,0,null,null,1
2683,prdb-1390,US,Support Services,null,null,Physical Documents,null,0,null,null,1
2684,prdb-1391,US,Entertainment,null,null,Implementation SMS,null,0,null,null,1
2685,prdb-1392,US,Information Technology,null,null,Configuration Network,null,0,null,null,1
2686,prdb-1393,US,Information Technology,null,null,Configuration Network,Physical Assault Flood DoS,0,null,null,1
2687,prdb-1394,US,Information Technology,null,null,Configuration Network,Spoof Scam,0,null,null,1
2688,prdb-1395,US,Consulting Services,null,null,Implementation Email SMS Configuration Phone Website,null,0,null,null,1
2689,prdb-1396,US,Airport Operations,null,null,Implementation SMS,null,0,null,null,1
2691,prdb-1398,US,Information Technology,null,null,Implementation Email Configuration Network,Spoof Phishing,0,null,null,1
2692,prdb-1399,US,Retailer,null,null,Implementation SMS Configuration Website,null,0,null,null,1
2695,prdb-1402,US,Warehousing and Storage,null,null,Physical Documents,null,0,null,null,1
2699,prdb-1406,US,Manufacturing,null,null,Configuration Website,null,0,null,null,1
2701,prdb-1408,US,Wholesaler,null,null,Implementation Email Configuration Phone Website,Physical Theft,0,null,null,1
2704,prdb-1411,US,Support Services,null,null,Design Software Configuration Website,null,0,null,null,1
2705,prdb-1412,US,Information Technology,null,null,Physical Documents Design Software Configuration Network,null,11266,null,null,1
2711,prdb-1418,US,Information Technology,null,null,Configuration Network,null,0,null,null,1
2712,prdb-1419,US,Information Technology,null,null,Implementation Email Configuration Network,null,0,null,null,1
2713,prdb-1420,US,Sport,null,null,Physical Documents Implementation Email Configuration Network,null,0,null,null,1
2715,prdb-1422,US,Repair and Maintenance service,null,null,Implementation Email Configuration Phone,Physical Theft,0,null,null,1
2718,prdb-1425,US,Information Technology,null,null,Configuration Network,null,0,null,null,1
2722,prdb-1429,US,Legal Services,null,null,Configuration Phone,null,0,null,null,1
2725,prdb-1432,US,Retailer,null,null,Implementation Email Configuration Phone,null,0,null,null,1
2726,prdb-1433,US,Entertainment,null,null,Implementation Email,null,0,null,null,1
2727,prdb-1434,US,Information Technology,null,null,Design Software,null,0,null,null,1
2728,prdb-1435,US,Information Technology,null,null,Configuration Network,Spoof Scam,0,null,null,1
2730,prdb-1437,US,Support Services,null,null,Implementation Email,null,0,null,null,1
2732,prdb-1439,US,Retailer,null,null,Configuration Phone,null,0,null,null,1
