,typeId,country,industry,objectives,tool,vulnerability,action,records_affected,unauthorized_result,monetary_loss,cluster
267,health-267,US,Medical,null,null,null,Physical Theft,2059,Theft of Resources,null,2
269,health-269,US,Medical,null,null,null,null,3000,null,null,2
270,health-270,PR,Medical,null,null,null,Physical Theft,2000,Theft of Resources,null,2
271,health-271,US,Medical,null,null,null,Physical Theft,2541,Theft of Resources,null,2
272,health-272,US,Medical,null,null,null,Physical Theft,863,Theft of Resources,null,2
274,health-274,US,Medical,null,null,null,Physical Theft,2367,Theft of Resources,null,2
275,health-275,US,Medical,null,null,null,Physical Loss,4000,null,null,2
277,health-277,US,Medical,null,null,null,Physical Theft,9497,Theft of Resources,null,2
279,health-279,null,null,null,null,null,Physical Theft,2209,Theft of Resources,null,2
280,health-280,US,Medical,null,null,null,Physical Theft,520,Theft of Resources,null,2
282,health-282,US,Medical,null,null,null,Physical Theft,3266,Theft of Resources,null,2
283,health-283,US,Medical,null,null,null,Physical Theft,2200,Theft of Resources,null,2
285,health-285,US,Medical,null,null,null,Physical Theft,2600,Theft of Resources,null,2
286,health-286,US,Medical,null,null,null,Physical Theft,3994,Theft of Resources,null,2
287,health-287,US,Medical,null,null,null,Physical Theft,599,Theft of Resources,null,2
289,health-289,US,Medical,null,null,null,Physical Theft,3150,Theft of Resources,null,2
290,health-290,US,Medical,null,null,null,Physical Theft,500,Theft of Resources,null,2
293,health-293,US,Medical,null,null,null,Physical Theft,7059,Theft of Resources,null,2
294,health-294,US,Medical,null,null,null,null,6672,null,null,2
295,health-295,US,Medical,null,null,null,Physical Theft,757,Theft of Resources,null,2
296,health-296,US,Medical,null,null,null,Physical Theft,927,Theft of Resources,null,2
298,health-298,US,Medical,null,null,null,Physical Theft,2900,Theft of Resources,null,2
299,health-299,US,Medical,null,null,null,Physical Theft,567,Theft of Resources,null,2
300,health-300,US,Medical,null,null,null,null,55000,null,null,2
301,health-301,US,null,null,null,null,Physical Theft,2761,Theft of Resources,null,2
302,health-302,US,Medical,null,null,null,Physical Loss,4900000,null,null,2
304,health-304,US,Medical,null,null,null,Physical Theft,8275,Theft of Resources,null,2
305,health-305,US,Medical,null,null,null,Physical Theft,943434,Theft of Resources,null,2
306,health-306,US,Medical,null,null,null,Physical Theft,650,Theft of Resources,null,2
307,health-307,US,Medical,null,null,null,null,2464,null,null,2
308,health-308,US,Medical,null,null,null,Physical Loss,878,null,null,2
309,health-309,US,Medical,null,null,null,Physical Loss,772,null,null,2
311,health-311,US,Medical,null,null,null,null,7226,null,null,2
313,health-313,US,Medical,null,null,null,Physical Theft,4693,Theft of Resources,null,2
314,health-314,US,Medical,null,null,null,Physical Theft,2185,Theft of Resources,null,2
315,health-315,US,Medical,null,null,null,Physical Theft,7581,Theft of Resources,null,2
316,health-316,US,Medical,null,null,null,Physical Theft,870,Theft of Resources,null,2
317,health-317,US,Medical,null,null,null,Physical Theft,2988,Theft of Resources,null,2
319,health-319,US,Medical,null,null,null,null,50000,null,null,2
321,health-321,US,Medical,null,null,null,null,2700,null,null,2
322,health-322,US,Medical,null,null,null,Physical Theft,7757,Theft of Resources,null,2
323,health-323,US,Medical,null,null,null,Physical Theft,549,Theft of Resources,null,2
324,health-324,US,Medical,null,null,null,Physical Theft,3100,Theft of Resources,null,2
325,health-325,US,Medical,null,null,null,null,3200,null,null,2
330,health-330,US,Medical,null,null,null,Physical Theft,698,Theft of Resources,null,2
331,health-331,US,Medical,null,null,null,null,660,null,null,2
332,health-332,US,null,null,null,null,null,null,null,null,2
333,health-333,US,Medical,null,null,null,Physical Theft,703,Theft of Resources,null,2
334,health-334,US,Medical,null,null,null,Physical Loss,2088,null,null,2
335,health-335,US,Medical,null,null,null,null,2300,null,null,2
336,health-336,US,Medical,null,null,null,Physical Theft,728,Theft of Resources,null,2
337,health-337,US,Medical,null,null,null,Physical Theft,7000,Theft of Resources,null,2
338,health-338,US,Medical,null,null,null,null,632,null,null,2
339,health-339,PR,Medical,null,null,null,Physical Theft,7706,Theft of Resources,null,2
341,health-341,US,Medical,null,null,null,Physical Theft,2559,Theft of Resources,null,2
342,health-342,US,Medical,null,null,null,null,2743,null,null,2
345,health-345,PR,Medical,null,null,null,Physical Theft,4645,Theft of Resources,null,2
346,health-346,PR,Medical,null,null,null,Physical Theft,27098,Theft of Resources,null,2
347,health-347,US,Medical,null,null,null,Physical Theft,577,Theft of Resources,null,2
348,health-348,PR,Medical,null,null,null,Physical Theft,7923,Theft of Resources,null,2
349,health-349,PR,Medical,null,null,null,Physical Theft,7606,Theft of Resources,null,2
350,health-350,US,Medical,null,null,null,Physical Theft,513,Theft of Resources,null,2
352,health-352,US,Medical,null,null,null,null,750,null,null,2
354,health-354,US,Medical,null,null,null,null,642,null,null,2
356,health-356,US,Medical,null,null,null,Physical Loss,9565,null,null,2
359,health-359,US,Medical,null,null,null,null,780000,null,null,2
360,health-360,US,Medical,null,null,null,Physical Theft,6745,Theft of Resources,null,2
361,health-361,US,Medical,null,null,null,null,9497,null,null,2
362,health-362,US,Medical,null,null,null,Physical Theft,2100,Theft of Resources,null,2
363,health-363,US,Medical,null,null,null,null,315000,null,null,2
364,health-364,US,Medical,null,null,null,Physical Theft,4400,Theft of Resources,null,2
365,health-365,US,Medical,null,null,null,null,7121,null,null,2
366,health-366,US,Medical,null,null,null,null,228435,null,null,2
367,health-367,US,Medical,null,null,null,Physical Theft,961,Theft of Resources,null,2
368,health-368,US,Medical,null,null,null,null,42000,null,null,2
369,health-369,US,Medical,null,null,null,null,3000,null,null,2
371,health-371,US,Medical,null,null,null,null,7000,null,null,2
373,health-373,US,Medical,null,null,null,Physical Theft,4000,Theft of Resources,null,2
374,health-374,US,Medical,null,null,null,Physical Loss,3900,null,null,2
378,health-378,US,Medical,null,null,null,null,591,null,null,2
380,health-380,US,Medical,null,null,null,Physical Theft,3000,Theft of Resources,null,2
381,health-381,US,Medical,null,null,null,Physical Theft,2159,Theft of Resources,null,2
384,health-384,US,Medical,null,null,null,Physical Theft,925,Theft of Resources,null,2
385,health-385,US,Medical,null,null,null,Physical Loss,5700,null,null,2
386,health-386,US,Medical,null,null,null,Physical Theft,500,Theft of Resources,null,2
387,health-387,US,Medical,null,null,null,Physical Theft,756,Theft of Resources,null,2
388,health-388,US,Medical,null,null,null,Physical Loss,824,null,null,2
390,health-390,US,Medical,null,null,null,Physical Theft,2557,Theft of Resources,null,2
392,health-392,US,Medical,null,null,null,Physical Theft,568,Theft of Resources,null,2
393,health-393,US,Medical,null,null,null,Physical Theft,4490,Theft of Resources,null,2
394,health-394,US,Medical,null,null,null,Physical Theft,824,Theft of Resources,null,2
395,health-395,US,Medical,null,null,null,Physical Theft,708,Theft of Resources,null,2
396,health-396,US,Medical,null,null,null,null,9953,null,null,2
397,health-397,US,Medical,null,null,null,Physical Theft,585,Theft of Resources,null,2
398,health-398,US,Medical,null,null,null,null,2462,null,null,2
399,health-399,US,Medical,null,null,null,null,2533,null,null,2
400,health-400,US,Medical,null,null,null,null,4354,null,null,2
401,health-401,US,Medical,null,null,null,Physical Loss,2917,null,null,2
402,health-402,US,Medical,null,null,null,Physical Theft,3900,Theft of Resources,null,2
403,health-403,US,Medical,null,null,null,Physical Theft,8488,Theft of Resources,null,2
404,health-404,US,Medical,null,null,null,null,7067,null,null,2
406,health-406,US,Medical,null,null,null,Physical Theft,4800,Theft of Resources,null,2
407,health-407,US,Medical,null,null,null,Physical Theft,4211,Theft of Resources,null,2
408,health-408,US,Medical,null,null,null,Physical Theft,7461,Theft of Resources,null,2
409,health-409,US,Medical,null,null,null,Physical Theft,702,Theft of Resources,null,2
410,health-410,US,Medical,null,null,null,Physical Theft,2300,Theft of Resources,null,2
411,health-411,US,Medical,null,null,null,Physical Theft,2875,Theft of Resources,null,2
412,health-412,US,Medical,null,null,null,Physical Theft,66601,Theft of Resources,null,2
413,health-413,US,Medical,null,null,null,Physical Theft,603,Theft of Resources,null,2
415,health-415,US,Medical,null,null,null,Physical Theft,null,Theft of Resources,null,2
417,health-417,US,Medical,null,null,null,Physical Theft,3183,Theft of Resources,null,2
418,health-418,US,Medical,null,null,null,Physical Loss,2264,null,null,2
419,health-419,US,Medical,null,null,null,Physical Theft,500,Theft of Resources,null,2
420,health-420,US,Medical,null,null,null,Physical Theft,55000,Theft of Resources,null,2
421,health-421,US,Medical,null,null,null,Physical Theft,4000,Theft of Resources,null,2
422,health-422,US,Medical,null,null,null,null,800,null,null,2
423,health-423,US,Medical,null,null,null,Physical Theft,942,Theft of Resources,null,2
424,health-424,US,Medical,null,null,null,null,2365,null,null,2
425,health-425,US,Medical,null,null,null,Physical Theft,4873,Theft of Resources,null,2
426,health-426,US,Medical,null,null,null,Physical Loss,5713,null,null,2
427,health-427,US,Medical,null,null,null,Physical Theft,5827,Theft of Resources,null,2
429,health-429,US,Medical,null,null,null,Physical Theft,3031,Theft of Resources,null,2
430,health-430,US,Medical,null,null,null,null,2500,null,null,2
431,health-431,US,Medical,null,null,null,Physical Theft,65700,Theft of Resources,null,2
432,health-432,US,Medical,null,null,null,Physical Theft,2376,Theft of Resources,null,2
434,health-434,US,Medical,null,null,null,Physical Theft,27799,Theft of Resources,null,2
436,health-436,US,Medical,null,null,null,Physical Theft,3440,Theft of Resources,null,2
437,health-437,US,Medical,null,null,null,Physical Theft,980,Theft of Resources,null,2
438,health-438,US,Medical,null,null,null,null,2900,null,null,2
439,health-439,US,Medical,null,null,null,null,null,null,null,2
441,health-441,US,null,null,null,null,Physical Loss,2777,null,null,2
442,health-442,US,Medical,null,null,null,Physical Theft,null,Theft of Resources,null,2
443,health-443,US,null,null,null,null,null,null,null,null,2
444,health-444,US,Medical,null,null,null,Physical Theft,2560,Theft of Resources,null,2
447,health-447,US,Medical,null,null,null,Physical Loss,3897,null,null,2
448,health-448,US,Medical,null,null,null,Physical Loss,5748,null,null,2
450,health-450,US,Medical,null,null,null,null,674,null,null,2
451,health-451,US,Medical,null,null,null,Physical Theft,null,Theft of Resources,null,2
453,health-453,US,Medical,null,null,null,Physical Theft,540,Theft of Resources,null,2
454,health-454,US,Medical,null,null,null,null,501,null,null,2
455,health-455,US,Medical,null,null,null,Physical Theft,615,Theft of Resources,null,2
456,health-456,US,Medical,null,null,null,null,2575,null,null,2
459,health-459,US,Medical,null,null,null,Physical Theft,613,Theft of Resources,null,2
460,health-460,US,Medical,null,null,null,null,500,null,null,2
462,health-462,US,Medical,null,null,null,Physical Theft,683,Theft of Resources,null,2
464,health-464,US,Medical,null,null,null,null,5600,null,null,2
465,health-465,US,Medical,null,null,null,null,6601,null,null,2
466,health-466,US,Medical,null,null,null,Physical Theft,4929,Theft of Resources,null,2
467,health-467,US,Medical,null,null,null,Physical Theft,850,Theft of Resources,null,2
468,health-468,US,null,null,null,null,null,28187,null,null,2
469,health-469,US,Medical,null,null,null,null,2643,null,null,2
470,health-470,US,Medical,null,null,null,null,4100,null,null,2
471,health-471,US,Medical,null,null,null,Physical Theft,28893,Theft of Resources,null,2
472,health-472,US,Medical,null,null,null,null,27800,null,null,2
474,health-474,US,Medical,null,null,null,null,4343,null,null,2
475,health-475,US,Medical,null,null,null,Physical Theft,56820,Theft of Resources,null,2
476,health-476,US,Medical,null,null,null,null,2988,null,null,2
477,health-477,US,Medical,null,null,null,Physical Theft,532,Theft of Resources,null,2
478,health-478,US,Medical,null,null,null,null,4125,null,null,2
479,health-479,US,Medical,null,null,null,null,7250,null,null,2
481,health-481,US,Medical,null,null,null,null,4100,null,null,2
484,health-484,US,Medical,null,null,null,Physical Theft,3230,Theft of Resources,null,2
486,health-486,US,Medical,null,null,null,null,678,null,null,2
487,health-487,US,null,null,null,null,null,null,null,null,2
488,health-488,US,Medical,null,null,null,Physical Theft,29021,Theft of Resources,null,2
489,health-489,US,Medical,null,null,null,Physical Theft,8911,Theft of Resources,null,2
490,health-490,US,Medical,null,null,null,Physical Theft,2400,Theft of Resources,null,2
495,health-495,US,Medical,null,null,null,Physical Loss,500,null,null,2
496,health-496,US,Medical,null,null,null,Physical Theft,5822,Theft of Resources,null,2
497,health-497,US,Medical,null,null,null,null,43549,null,null,2
498,health-498,US,Medical,null,null,null,Physical Theft,716,Theft of Resources,null,2
499,health-499,US,Medical,null,null,null,Physical Theft,4027,Theft of Resources,null,2
501,health-501,US,Medical,null,null,null,Physical Theft,778,Theft of Resources,null,2
503,health-503,US,Medical,null,null,null,Physical Theft,8500,Theft of Resources,null,2
504,health-504,US,Medical,null,null,null,Physical Theft,501,Theft of Resources,null,2
506,health-506,US,Medical,null,null,null,Physical Theft,3000,Theft of Resources,null,2
507,health-507,US,Medical,null,null,null,Physical Theft,28187,Theft of Resources,null,2
508,health-508,US,Medical,null,null,null,null,500,null,null,2
509,health-509,US,Medical,null,null,null,null,834,null,null,2
512,health-512,US,Medical,null,null,null,Physical Loss,6332,null,null,2
516,health-516,US,Medical,null,null,null,null,6400,null,null,2
518,health-518,US,Medical,null,null,null,Physical Theft,628,Theft of Resources,null,2
519,health-519,US,Medical,null,null,null,Physical Theft,3269,Theft of Resources,null,2
520,health-520,US,null,null,null,null,null,null,null,null,2
521,health-521,US,Medical,null,null,null,null,8727,null,null,2
522,health-522,US,Medical,null,null,null,Physical Loss,500,null,null,2
523,health-523,US,Medical,null,null,null,Physical Theft,null,Theft of Resources,null,2
524,health-524,US,Medical,null,null,null,Physical Theft,629,Theft of Resources,null,2
528,health-528,US,Medical,null,null,null,Physical Theft,2360,Theft of Resources,null,2
529,health-529,US,Medical,null,null,null,null,5370,null,null,2
530,health-530,US,Medical,null,null,null,Physical Theft,7405,Theft of Resources,null,2
532,health-532,US,Medical,null,null,null,null,3131,null,null,2
534,health-534,US,Medical,null,null,null,null,818,null,null,2
535,health-535,US,Medical,null,null,null,null,857,null,null,2
536,health-536,US,Medical,null,null,null,Physical Theft,700,Theft of Resources,null,2
538,health-538,US,Medical,null,null,null,Physical Theft,3800,Theft of Resources,null,2
539,health-539,US,Medical,null,null,null,Physical Theft,2500,Theft of Resources,null,2
540,health-540,US,Medical,null,null,null,Physical Loss,537,null,null,2
541,health-541,US,Medical,null,null,null,Physical Theft,22000,Theft of Resources,null,2
543,health-543,US,Medical,null,null,null,null,9988,null,null,2
544,health-544,US,Medical,null,null,null,null,539,null,null,2
548,health-548,US,Medical,null,null,null,Physical Loss,9577,null,null,2
549,health-549,US,Medical,null,null,null,null,7803,null,null,2
550,health-550,US,Medical,null,null,null,null,5388,null,null,2
551,health-551,US,Medical,null,null,null,null,2723,null,null,2
553,health-553,US,Medical,null,null,null,Physical Theft,3164,Theft of Resources,null,2
554,health-554,US,Medical,null,null,null,Physical Theft,2434,Theft of Resources,null,2
556,health-556,US,Medical,null,null,null,Physical Theft,5764,Theft of Resources,null,2
557,health-557,US,Medical,null,null,null,null,5875,null,null,2
560,health-560,US,Medical,null,null,null,null,877,null,null,2
563,health-563,US,Medical,null,null,null,null,9626,null,null,2
